danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,popularity,track_genre
0.68,0.463,-15.29,0.165,0.718,0.0,0.0985,0.858,99.662,195146,60,disney
0.48,0.594,-12.283,0.233,0.564,0.0,0.801,0.81,164.668,138013,29,disney
0.795,0.647,-5.199,0.0397,0.49,0.0,0.127,0.909,119.913,154560,28,disney
0.428,0.0561,-19.808,0.0492,0.797,0.0,0.332,0.31,93.852,65066,29,disney
0.729,0.0201,-19.78,0.0465,0.994,0.927,0.106,0.28,78.051,157418,28,disney
0.547,0.494,-10.365,0.0562,0.508,1.01e-06,0.123,0.119,88.991,243000,28,disney
0.378,0.0833,-14.703,0.0378,0.982,6.37e-05,0.101,0.305,175.063,76120,28,disney
0.638,0.231,-12.541,0.0618,0.96,0.0,0.092,0.654,109.022,44360,28,disney
0.172,0.0563,-27.965,0.0361,0.953,0.952,0.0706,0.0339,74.611,147520,28,disney
0.377,0.0525,-22.204,0.0648,0.995,0.945,0.147,0.256,131.238,132755,29,disney
0.287,0.26,-14.388,0.0367,0.84,9.73e-05,0.264,0.303,79.397,284173,28,disney
0.64,0.353,-5.701,0.0631,0.824,0.0,0.084,0.574,116.906,111426,29,disney
0.323,0.258,-11.501,0.0326,0.964,0.0,0.109,0.499,81.551,149133,28,disney
0.695,0.814,-3.649,0.145,0.286,0.0,0.333,0.515,107.01,142226,28,disney
0.174,0.272,-18.864,0.0381,0.736,0.0502,0.126,0.126,74.878,361880,30,disney
0.468,0.0893,-14.224,0.0338,0.987,0.0038,0.104,0.258,86.749,76120,27,disney
0.502,0.109,-18.657,0.167,0.973,1.54e-06,0.11,0.283,153.43,73653,28,disney
0.472,0.472,-5.951,0.026,0.652,0.0,0.127,0.264,75.57,180760,28,disney
0.378,0.0114,-28.54,0.05,0.992,0.952,0.102,0.0386,66.583,235817,29,disney
0.587,0.359,-13.472,0.0664,0.933,2.01e-06,0.0713,0.536,108.371,44360,28,disney
0.527,0.874,-2.34,0.059,0.671,0.0,0.449,0.813,149.383,46960,28,disney
0.413,0.232,-14.042,0.0636,0.993,0.856,0.201,0.739,67.12,104026,29,disney
0.766,0.139,-16.687,0.0697,0.889,0.00157,0.0952,0.651,119.779,129013,29,disney
0.541,0.445,-7.306,0.0315,0.765,8.4e-06,0.116,0.524,139.282,118826,28,disney
0.485,0.372,-8.428,0.0308,0.717,0.0,0.122,0.516,138.911,118920,28,disney
0.246,0.0569,-27.911,0.0353,0.957,0.945,0.0745,0.034,74.791,147520,28,disney
0.346,0.123,-12.203,0.0501,0.778,0.0,0.563,0.206,82.375,217786,28,disney
0.663,0.742,-5.918,0.131,0.21,0.0,0.0885,0.182,129.936,200000,28,disney
0.249,0.101,-16.434,0.0321,0.862,0.968,0.139,0.0636,82.704,196213,27,disney
0.395,0.868,-4.233,0.182,0.519,0.000591,0.127,0.936,148.415,50773,28,disney
0.198,0.483,-14.552,0.0506,0.831,0.927,0.0979,0.234,76.592,82746,28,disney
0.506,0.33,-14.013,0.083,0.684,0.0461,0.0567,0.842,92.376,142933,29,disney
0.574,0.505,-7.315,0.136,0.633,0.0,0.285,0.578,103.292,179626,29,disney
0.427,0.471,-9.88,0.0426,0.647,0.384,0.538,0.925,183.74,130346,28,disney
0.158,0.0296,-20.019,0.035,0.812,0.925,0.152,0.0298,76.577,95946,28,disney
0.182,0.254,-16.058,0.0312,0.99,0.934,0.115,0.0381,93.902,155293,29,disney
0.164,0.377,-11.9,0.0374,0.736,0.758,0.404,0.0599,130.447,46040,29,disney
0.522,0.601,-8.709,0.479,0.492,0.0,0.73,0.837,151.336,97466,27,disney
0.688,0.72,-9.364,0.104,0.193,0.0,0.0785,0.385,121.846,220120,28,disney
0.624,0.5,-6.899,0.166,0.696,4.05e-05,0.372,0.562,95.234,112205,61,disney
0.275,0.126,-17.077,0.033,0.879,0.000799,0.0791,0.21,88.626,194160,65,disney
0.507,0.694,-5.092,0.0946,0.364,0.0,0.0579,0.581,173.783,126386,47,disney
0.629,0.504,-6.827,0.156,0.715,2.04e-05,0.361,0.57,127.444,112205,52,disney
0.598,0.0671,-23.9,0.0422,0.989,0.948,0.1,0.191,72.023,243851,44,disney
0.454,0.305,-8.904,0.0336,0.88,0.0,0.149,0.249,72.097,241534,47,disney
0.385,0.361,-8.77,0.0339,0.774,8.09e-06,0.109,0.321,137.293,115693,27,disney
0.164,0.377,-11.9,0.0374,0.736,0.758,0.404,0.0599,130.447,46040,59,disney
0.395,0.32,-7.934,0.0317,0.511,2.15e-06,0.194,0.228,87.064,75825,52,disney
0.527,0.00841,-30.475,0.0705,0.993,0.908,0.0815,0.335,77.455,138197,27,disney
0.371,0.0167,-27.095,0.0481,0.983,0.945,0.102,0.244,73.938,139626,27,disney
0.4,0.0859,-19.98,0.0325,0.989,0.648,0.119,0.147,140.15,192502,27,disney
0.345,0.187,-15.26,0.0459,0.789,0.0,0.601,0.445,81.196,176213,56,disney
0.306,0.121,-15.551,0.0554,0.85,0.000176,0.257,0.166,174.055,206506,50,disney
0.54,0.0683,-14.337,0.0342,0.98,0.00208,0.0979,0.318,89.047,76120,26,disney
0.2,0.0191,-24.818,0.0446,0.988,0.911,0.126,0.169,72.652,139630,28,disney
0.265,0.188,-14.914,0.0452,0.981,0.00131,0.103,0.0971,88.272,276320,28,disney
0.649,0.174,-18.839,0.0349,0.804,0.00548,0.118,0.338,101.269,106360,26,disney
0.351,0.358,-8.393,0.0354,0.822,6.61e-05,0.0861,0.302,132.158,175648,26,disney
0.618,0.739,-4.766,0.398,0.0993,0.0,0.148,0.673,181.572,107533,26,disney
0.186,0.103,-17.707,0.0453,0.92,0.00043,0.0679,0.257,175.573,52693,27,disney
0.506,0.538,-11.764,0.0619,0.805,1.09e-06,0.338,0.664,139.444,103746,27,disney
0.436,0.253,-16.316,0.0368,0.939,0.734,0.105,0.339,93.587,189106,27,disney
0.424,0.321,-11.358,0.0613,0.501,0.601,0.106,0.213,108.063,134786,27,disney
0.425,0.322,-15.328,0.0672,0.576,0.000724,0.11,0.24,202.555,107106,26,disney
0.62,0.472,-5.878,0.0313,0.934,1.81e-05,0.196,0.355,113.9,187468,28,disney
0.529,0.075,-19.979,0.0543,0.895,1.49e-06,0.115,0.236,66.354,69813,26,disney
0.568,0.0914,-23.777,0.0425,0.983,0.941,0.109,0.123,120.255,184005,27,disney
0.504,0.333,-12.575,0.303,0.298,0.0,0.297,0.305,82.921,278000,28,disney
0.812,0.786,-4.59,0.0427,0.561,0.0,0.0915,0.797,132.001,184333,26,disney
0.683,0.484,-12.922,0.103,0.298,0.0,0.199,0.516,106.92,147813,27,disney
0.342,0.0606,-25.502,0.0449,0.938,3.51e-05,0.296,0.202,65.399,45760,26,disney
0.468,0.34,-12.484,0.0287,0.829,0.00545,0.25,0.315,106.362,166360,28,disney
0.124,0.0988,-15.445,0.0403,0.927,3.93e-05,0.103,0.0828,69.962,175706,27,disney
0.747,0.612,-7.631,0.0347,0.339,0.0,0.225,0.796,124.906,172306,27,disney
0.443,0.0228,-26.317,0.0468,0.992,0.867,0.163,0.156,98.36,141973,0,disney
0.635,0.412,-8.774,0.166,0.908,0.0,0.172,0.628,123.721,98186,26,disney
0.497,0.102,-23.235,0.0536,0.891,0.75,0.0947,0.12,127.724,85866,27,disney
0.401,0.126,-15.007,0.0391,0.952,0.64,0.196,0.288,96.631,74266,26,disney
0.464,0.455,-8.732,0.0337,0.334,0.0,0.31,0.131,124.154,255976,27,disney
0.162,0.0614,-28.258,0.0464,0.776,0.865,0.151,0.0329,147.868,52466,27,disney
0.672,0.932,-3.096,0.096,0.545,0.0,0.305,0.581,141.824,53600,26,disney
0.108,0.29,-14.76,0.0504,0.611,0.911,0.049,0.0394,166.161,176493,26,disney
0.601,0.94,-6.457,0.0432,0.00886,0.000877,0.336,0.9,165.042,94680,27,disney
0.58,0.651,-5.977,0.0945,0.574,0.0,0.109,0.412,169.969,54026,27,disney
0.489,0.714,-5.022,0.04,0.117,0.0,0.314,0.485,149.877,49160,27,disney
0.653,0.883,-5.994,0.0419,0.102,0.0,0.0675,0.954,134.949,91453,27,disney
0.683,0.556,-7.77,0.0364,0.248,2.45e-06,0.123,0.337,95.016,161840,26,disney
0.164,0.377,-11.9,0.0374,0.736,0.758,0.404,0.0599,130.447,46040,25,disney
0.582,0.892,-6.028,0.0434,4.06e-05,0.0,0.367,0.878,151.961,95986,27,disney
0.642,0.742,-8.211,0.0401,0.439,0.000656,0.126,0.897,106.235,125786,57,disney
0.572,0.0604,-26.857,0.0502,0.994,0.959,0.111,0.424,106.027,152000,42,disney
0.463,0.0595,-19.427,0.0673,0.995,0.913,0.123,0.131,132.531,275335,37,disney
0.236,0.108,-16.376,0.0369,0.861,0.934,0.127,0.0631,119.983,196213,56,disney
0.679,0.38,-8.983,0.0395,0.832,0.0,0.286,0.638,86.033,129973,20,disney
0.67,0.235,-15.638,0.047,0.748,0.0,0.357,0.757,134.932,160880,57,disney
0.354,0.411,-6.018,0.0344,0.815,1e-06,0.106,0.43,90.831,225080,47,disney
0.527,0.259,-10.791,0.0996,0.756,0.0,0.179,0.186,141.526,243746,25,disney
0.72,0.0548,-16.63,0.0414,0.992,0.922,0.117,0.301,92.128,99882,25,disney
0.781,0.608,-4.303,0.0763,0.0634,0.0,0.221,0.351,119.121,182106,43,disney
0.433,0.901,-4.27,0.146,0.0195,0.0,0.137,0.481,174.898,210333,25,disney
0.265,0.0637,-22.962,0.0384,0.97,0.959,0.0808,0.26,77.166,90082,25,disney
0.392,0.426,-6.82,0.0386,0.686,1.35e-06,0.0984,0.422,70.886,118833,50,disney
0.355,0.215,-20.671,0.0456,0.995,0.886,0.0816,0.0754,174.731,189974,25,disney
0.305,0.456,-7.347,0.0328,0.964,5.86e-05,0.106,0.475,63.651,91466,25,disney
0.321,0.592,-8.365,0.0451,0.0323,0.0,0.323,0.557,83.415,237560,53,disney
0.346,0.435,-6.072,0.0358,0.646,0.0,0.316,0.322,85.638,251253,25,disney
0.61,0.151,-14.883,0.115,0.863,0.0,0.104,0.666,169.463,93506,25,disney
0.227,0.249,-11.217,0.0402,0.964,0.0,0.099,0.483,66.133,149080,25,disney
0.49,0.27,-15.962,0.187,0.913,0.0,0.108,0.537,105.552,295040,25,disney
0.23,0.269,-11.073,0.033,0.897,0.0,0.0971,0.289,69.067,161493,25,disney
0.295,0.079,-22.973,0.0559,0.882,0.33,0.103,0.19,57.715,55706,26,disney
0.198,0.483,-14.552,0.0506,0.831,0.927,0.0979,0.234,76.592,82746,24,disney
0.271,0.177,-11.907,0.0307,0.948,0.00195,0.111,0.183,83.558,278426,25,disney
0.456,0.185,-14.531,0.044,0.917,2.17e-06,0.0949,0.369,93.449,167280,25,disney
0.332,0.076,-17.963,0.0448,0.976,8.87e-05,0.0928,0.306,74.073,223893,25,disney
0.295,0.183,-17.833,0.0385,0.78,0.214,0.0983,0.17,143.202,269280,26,disney
0.46,0.581,-6.705,0.0373,0.744,0.0,0.601,0.82,128.819,109280,25,disney
0.542,0.665,-5.379,0.0317,0.469,0.0,0.0879,0.582,89.978,288266,26,disney
0.337,0.417,-8.93,0.0457,0.798,3.18e-06,0.098,0.296,96.693,116013,25,disney
0.622,0.514,-9.677,0.456,0.669,0.0,0.333,0.678,102.612,297746,26,disney
0.354,0.0427,-20.487,0.039,0.894,0.824,0.128,0.238,119.003,54040,26,disney
0.227,0.244,-14.114,0.0358,0.819,0.743,0.229,0.13,88.505,86186,27,disney
0.182,0.148,-16.579,0.0313,0.898,0.0882,0.243,0.152,82.513,122493,25,disney
0.656,0.762,-5.828,0.179,0.201,6.24e-06,0.0358,0.727,98.544,202986,24,disney
0.295,0.464,-11.369,0.0373,0.573,0.772,0.389,0.101,80.543,366720,26,disney
0.308,0.174,-13.869,0.0437,0.919,0.00442,0.0685,0.225,96.429,130013,25,disney
0.489,0.794,-4.441,0.274,0.631,0.0,0.362,0.408,126.332,216826,25,disney
0.432,0.133,-15.622,0.0648,0.981,0.581,0.0859,0.196,139.908,187817,25,disney
0.499,0.108,-23.37,0.0554,0.887,0.911,0.1,0.121,127.368,85866,24,disney
0.327,0.492,-14.419,0.0499,0.776,0.96,0.101,0.246,76.568,82746,25,disney
0.767,0.738,-4.351,0.0699,0.522,0.0,0.123,0.851,150.088,52040,24,disney
0.172,0.0254,-20.089,0.0342,0.781,0.898,0.161,0.0323,77.522,95946,25,disney
0.426,0.195,-12.159,0.0377,0.617,0.26,0.25,0.524,96.086,162440,25,disney
0.236,0.108,-16.376,0.0369,0.861,0.934,0.127,0.0631,119.983,196213,25,disney
0.286,0.473,-10.579,0.0871,0.341,0.828,0.198,0.0615,110.278,146400,25,disney
0.295,0.0708,-13.8,0.0423,0.825,2.54e-06,0.628,0.191,180.833,217786,25,disney
0.333,0.245,-13.824,0.0347,0.758,0.0,0.109,0.309,113.507,160560,26,disney
0.814,0.32,-14.865,0.0974,0.454,0.841,0.0795,0.254,96.469,128345,25,disney
0.327,0.251,-9.002,0.0328,0.903,0.000275,0.139,0.446,202.984,52213,25,disney
0.609,0.762,-5.118,0.0592,0.00478,0.0,0.0723,0.607,154.944,232506,38,disney
0.701,0.442,-8.577,0.0274,0.808,1.68e-06,0.294,0.45,115.678,124653,46,disney
0.5,0.565,-10.528,0.145,0.25,0.000147,0.145,0.466,158.072,145640,61,disney
0.621,0.562,-8.505,0.0233,0.104,0.000747,0.106,0.264,92.011,198520,24,disney
0.659,0.604,-5.812,0.0848,0.373,1.06e-06,0.628,0.596,102.345,190680,24,disney
0.292,0.145,-16.281,0.0386,0.949,0.392,0.382,0.229,127.76,177493,24,disney
0.706,0.478,-8.628,0.118,0.806,0.0,0.171,0.9,85.293,223986,24,disney
0.681,0.528,-12.742,0.0629,0.675,0.0,0.281,0.967,150.052,54466,24,disney
0.161,0.194,-16.048,0.0334,0.896,0.0245,0.169,0.102,86.747,122106,24,disney
0.0895,0.0612,-26.14,0.0389,0.822,0.871,0.312,0.0917,81.406,296706,26,disney
0.435,0.198,-11.317,0.0363,0.867,0.0,0.117,0.533,108.449,185600,24,disney
0.588,0.325,-10.926,0.0374,0.836,1.16e-06,0.127,0.569,126.127,138986,53,disney
0.388,0.26,-13.487,0.0316,0.74,0.208,0.0864,0.152,104.477,209520,25,disney
0.593,0.144,-25.344,0.0515,0.99,0.922,0.11,0.96,165.01,146916,25,disney
0.652,0.577,-10.646,0.495,0.637,0.0,0.105,0.785,121.588,265666,25,disney
0.55,0.505,-5.177,0.0314,0.598,0.0,0.124,0.415,90.099,210093,24,disney
0.629,0.451,-15.715,0.187,0.528,0.0,0.154,0.365,121.999,217933,24,disney
0.424,0.0927,-21.009,0.0563,0.645,0.0653,0.134,0.28,86.623,157320,25,disney
0.13,0.058,-20.752,0.0344,0.83,0.348,0.524,0.0789,95.443,128880,26,disney
0.179,0.0786,-21.378,0.0379,0.811,0.0374,0.115,0.0416,136.179,210640,26,disney
0.158,0.0296,-20.019,0.035,0.812,0.925,0.152,0.0298,76.577,95946,24,disney
0.0791,0.338,-12.785,0.0359,0.873,0.702,0.397,0.0919,81.648,86093,26,disney
0.78,0.526,-9.435,0.173,0.709,0.0,0.143,0.946,126.343,98440,24,disney
0.666,0.744,-7.958,0.109,0.288,0.0,0.0962,0.443,130.103,472453,24,disney
0.378,0.0652,-15.952,0.0367,0.906,0.106,0.0841,0.182,88.86,69400,25,disney
0.555,0.494,-9.738,0.0684,0.586,2.3e-06,0.101,0.35,113.362,278440,24,disney
0.671,0.43,-11.705,0.212,0.894,0.00254,0.369,0.757,111.355,96706,24,disney
0.421,0.587,-13.127,0.261,0.802,0.0,0.383,0.606,74.127,210013,24,disney
0.429,0.581,-14.4,0.285,0.713,0.0,0.0921,0.383,142.61,336533,25,disney
0.502,0.509,-9.319,0.0343,0.434,0.000428,0.242,0.964,169.041,125960,24,disney
0.246,0.0569,-27.911,0.0353,0.957,0.945,0.0745,0.034,74.791,147520,24,disney
0.414,0.55,-12.937,0.258,0.453,0.0,0.304,0.733,194.766,148386,24,disney
0.512,0.484,-13.226,0.0952,0.779,0.0,0.102,0.721,104.481,172786,24,disney
0.493,0.324,-11.312,0.0641,0.466,0.692,0.114,0.199,108.172,134746,24,disney
0.432,0.423,-7.682,0.036,0.658,0.0,0.0617,0.57,73.859,150333,25,disney
0.576,0.248,-19.584,0.0383,0.778,0.912,0.12,0.0383,119.092,75160,24,disney
0.191,0.251,-14.046,0.0369,0.877,0.897,0.128,0.0375,108.149,130639,24,disney
0.282,0.307,-9.667,0.031,0.859,0.809,0.336,0.115,110.827,264760,24,disney
0.607,0.331,-11.481,0.035,0.692,0.0,0.116,0.274,137.039,224053,24,disney
0.494,0.382,-12.743,0.191,0.971,2.37e-06,0.12,0.512,68.223,263493,24,disney
0.451,0.0635,-26.904,0.0331,0.629,0.908,0.136,0.259,103.29,80693,23,disney
0.165,0.058,-28.367,0.0474,0.793,0.892,0.143,0.0343,147.948,52466,24,disney
0.767,0.452,-5.107,0.0439,0.308,0.0,0.209,0.782,129.953,55186,24,disney
0.579,0.89,-7.013,0.0588,0.00284,6.11e-06,0.659,0.888,155.111,101853,24,disney
0.172,0.0563,-27.965,0.0361,0.953,0.952,0.0706,0.0339,74.611,147520,24,disney
0.42,0.879,-5.1,0.315,0.762,0.0,0.174,0.664,178.746,42586,24,disney
0.129,0.295,-14.716,0.0493,0.608,0.896,0.0476,0.0433,76.947,176493,24,disney
0.716,0.713,-4.557,0.0825,0.294,0.0,0.2,0.979,89.905,44040,24,disney
0.493,0.304,-13.678,0.0586,0.817,4.44e-05,0.546,0.583,72.358,185946,25,disney
0.606,0.599,-9.246,0.0378,0.126,0.0,0.117,0.762,139.858,143173,24,disney
0.461,0.0605,-30.646,0.0926,0.98,0.947,0.0929,0.195,126.556,174327,48,disney
0.382,0.11,-21.227,0.035,0.981,0.971,0.139,0.186,103.551,173589,20,disney
0.867,0.563,-7.438,0.192,0.383,0.0,0.114,0.601,131.965,207680,23,disney
0.409,0.102,-21.574,0.0511,0.993,0.946,0.109,0.185,137.507,212495,54,disney
0.548,0.383,-15.27,0.0606,0.658,1.34e-05,0.124,0.565,68.176,69760,52,disney
0.335,0.00273,-40.114,0.0469,0.989,0.869,0.0874,0.0555,95.453,212750,24,disney
0.682,0.0268,-26.66,0.0563,0.995,0.809,0.0983,0.362,112.081,181751,23,disney
0.688,0.4,-12.833,0.0425,0.472,0.94,0.135,0.962,127.396,62266,24,disney
0.491,0.063,-20.831,0.0382,0.991,0.929,0.104,0.195,65.867,98423,24,disney
0.427,0.0193,-25.899,0.046,0.991,0.879,0.116,0.0771,110.525,102595,24,disney
0.408,0.319,-16.747,0.0593,0.6,2.09e-06,0.728,0.738,89.84,143666,24,disney
0.714,0.0467,-24.106,0.0464,0.994,0.951,0.113,0.243,92.03,230186,24,disney
0.6,0.415,-11.708,0.322,0.213,0.0,0.0949,0.332,116.204,123733,23,disney
0.229,0.104,-17.8,0.0402,0.985,0.642,0.0983,0.108,87.329,237520,24,disney
0.362,0.326,-15.748,0.0423,0.739,0.794,0.104,0.191,179.88,164791,23,disney
0.282,0.438,-11.036,0.0503,0.863,0.225,0.0934,0.197,143.26,136306,23,disney
0.497,0.102,-23.235,0.0536,0.891,0.75,0.0947,0.12,127.724,85866,23,disney
0.687,0.252,-15.706,0.0304,0.267,0.0,0.0782,0.391,131.598,216133,24,disney
0.633,0.353,-9.608,0.0674,0.655,4.87e-06,0.08,0.761,110.676,160800,24,disney
0.49,0.586,-12.296,0.217,0.547,0.0,0.423,0.718,143.787,236400,24,disney
0.436,0.234,-15.609,0.0275,0.349,6.73e-05,0.346,0.175,77.532,245533,23,disney
0.337,0.409,-6.575,0.0338,0.784,0.0,0.083,0.621,173.764,123706,23,disney
0.69,0.0971,-21.26,0.0526,0.992,0.964,0.111,0.487,120.036,128666,23,disney
0.768,0.297,-10.294,0.0533,0.853,0.0,0.118,0.414,87.537,105000,23,disney
0.725,0.576,-13.247,0.0298,0.0485,0.00406,0.066,0.757,124.648,247800,24,disney
0.628,0.582,-5.424,0.071,0.717,0.0,0.177,0.908,93.569,140880,24,disney
0.162,0.0614,-28.258,0.0464,0.776,0.865,0.151,0.0329,147.868,52466,23,disney
0.475,0.65,-9.15,0.0613,0.113,0.0,0.12,0.816,185.601,169040,24,disney
0.5,0.136,-16.875,0.0519,0.993,0.902,0.115,0.0781,129.859,138315,23,disney
0.0957,0.0134,-27.271,0.0434,0.99,0.897,0.116,0.105,175.643,87600,24,disney
0.216,0.153,-15.825,0.0423,0.982,0.0857,0.0952,0.134,84.145,237466,24,disney
0.108,0.29,-14.76,0.0504,0.611,0.911,0.049,0.0394,166.161,176493,23,disney
0.591,0.576,-6.274,0.131,0.568,0.0,0.0734,0.663,134.016,257253,25,disney
0.658,0.411,-15.15,0.0339,0.595,0.108,0.183,0.507,115.233,166666,24,disney
0.276,0.135,-17.956,0.0384,0.93,0.00233,0.135,0.246,137.135,346720,24,disney
0.53,0.15,-18.825,0.276,0.931,0.000103,0.111,0.282,171.434,75146,23,disney
0.61,0.772,-8.113,0.0311,0.302,0.00233,0.132,0.551,143.018,183240,24,disney
0.529,0.00879,-32.266,0.0587,0.996,0.959,0.0916,0.51,82.694,109573,23,disney
0.582,0.142,-16.699,0.038,0.868,0.903,0.114,0.179,97.029,77933,23,disney
0.179,0.204,-14.463,0.0377,0.933,0.973,0.0832,0.0455,149.474,88640,23,disney
0.287,0.766,-4.926,0.0541,0.598,0.0,0.202,0.265,81.879,87893,23,disney
0.769,0.662,-5.739,0.0506,0.719,0.0,0.112,0.433,123.841,55693,23,disney
0.364,0.065,-21.124,0.0391,0.944,0.000319,0.0931,0.237,109.197,223893,23,disney
0.506,0.415,-11.445,0.389,0.838,0.0,0.158,0.564,156.983,307053,24,disney
0.509,0.632,-7.726,0.0272,0.0331,1e-05,0.179,0.425,134.923,279800,24,disney
0.518,0.558,-7.967,0.173,0.35,0.0,0.309,0.791,160.693,206266,24,disney
0.457,0.839,-4.377,0.142,0.645,0.0,0.0851,0.601,156.564,53613,24,disney
0.423,0.187,-12.164,0.0385,0.598,0.571,0.26,0.519,96.039,162440,23,disney
0.164,0.377,-11.9,0.0374,0.736,0.758,0.404,0.0599,130.447,46040,23,disney
0.808,0.316,-14.883,0.0847,0.434,0.746,0.0797,0.315,96.393,128345,23,disney
0.566,0.446,-6.657,0.0396,0.663,0.0,0.198,0.354,150.88,159053,38,disney
0.465,0.453,-11.232,0.0531,0.187,2.73e-06,0.114,0.272,101.72,160653,51,disney
0.248,0.237,-14.186,0.0331,0.974,0.00043,0.111,0.208,85.141,167013,49,disney
0.418,0.202,-15.725,0.0336,0.494,0.531,0.486,0.238,127.872,77108,40,disney
0.478,0.522,-9.786,0.0342,0.18,0.91,0.456,0.196,122.73,124666,47,disney
0.247,0.398,-11.309,0.0457,0.893,0.944,0.282,0.05,123.469,187186,43,disney
0.399,0.285,-13.991,0.0328,0.407,0.82,0.153,0.147,120.1,119173,47,disney
0.57,0.789,-4.534,0.0403,0.25,0.143,0.112,0.564,102.012,164053,40,disney
0.235,0.0152,-27.001,0.0565,0.996,0.928,0.0987,0.202,66.724,172173,22,disney
0.452,0.757,-5.582,0.0375,0.0956,0.0,0.129,0.486,84.816,219760,24,disney
0.182,0.115,-16.315,0.0376,0.935,0.82,0.494,0.0486,143.274,167693,49,disney
0.429,0.0301,-25.75,0.0637,0.994,0.951,0.111,0.262,119.751,120192,22,disney
0.737,0.637,-6.308,0.0735,0.262,0.0,0.319,0.537,100.033,124733,47,disney
0.418,0.783,-4.71,0.12,0.263,0.0,0.0796,0.366,99.28,209666,22,disney
0.727,0.0363,-21.763,0.128,0.995,0.908,0.112,0.535,68.091,163296,22,disney
0.331,0.349,-8.285,0.0286,0.922,0.00299,0.0834,0.346,137.842,259560,23,disney
0.375,0.172,-15.302,0.0342,0.976,0.474,0.118,0.109,105.037,233408,23,disney
0.26,0.0914,-19.76,0.0355,0.958,0.000152,0.216,0.248,82.726,79506,22,disney
0.692,0.632,-9.365,0.0488,0.423,2.7e-05,0.0971,0.29,114.977,305653,23,disney
0.61,0.14,-19.03,0.0464,0.991,0.928,0.11,0.192,80.118,160256,23,disney
0.573,0.39,-13.682,0.0799,0.962,0.357,0.0947,0.288,114.831,116760,23,disney
0.376,0.0382,-21.576,0.0443,0.978,0.0411,0.172,0.203,108.882,267333,23,disney
0.318,0.36,-8.8,0.0329,0.582,0.0,0.0847,0.261,133.924,147333,23,disney
0.215,0.298,-12.012,0.0341,0.794,0.717,0.302,0.109,90.019,86120,24,disney
0.383,0.15,-17.672,0.0478,0.981,0.901,0.0918,0.0592,162.736,166660,23,disney
0.239,0.231,-11.927,0.0344,0.909,0.000305,0.0796,0.0945,92.517,125680,23,disney
0.607,0.145,-16.712,0.0396,0.918,2.11e-05,0.108,0.609,143.826,125400,24,disney
0.708,0.492,-13.002,0.101,0.231,0.0,0.0821,0.861,174.778,173680,50,disney
0.476,0.241,-12.408,0.0372,0.888,0.0,0.129,0.468,137.994,189789,23,disney
0.694,0.523,-10.461,0.117,0.651,0.0,0.0945,0.814,81.568,192960,23,disney
0.428,0.0615,-22.984,0.0519,0.992,0.888,0.111,0.261,80.347,224486,23,disney
0.617,0.148,-14.681,0.0386,0.883,4.55e-05,0.113,0.336,141.778,134053,23,disney
0.378,0.0126,-31.024,0.0396,0.966,0.85,0.109,0.068,80.452,87200,22,disney
0.626,0.566,-10.693,0.498,0.726,0.0,0.292,0.759,121.777,265666,23,disney
0.561,0.323,-17.508,0.0783,0.755,0.000526,0.407,0.464,72.108,154546,24,disney
0.629,0.76,-11.851,0.0957,0.96,0.885,0.231,0.896,144.114,88426,23,disney
0.316,0.279,-12.926,0.0532,0.845,0.244,0.33,0.262,74.594,249453,23,disney
0.62,0.316,-20.458,0.631,0.676,0.0,0.197,0.746,84.674,85546,22,disney
0.18,0.336,-13.151,0.0425,0.606,0.988,0.31,0.0342,102.119,200093,23,disney
0.317,0.51,-10.319,0.0361,0.877,0.0,0.128,0.733,110.914,97026,23,disney
0.236,0.108,-16.376,0.0369,0.861,0.934,0.127,0.0631,119.983,196213,22,disney
0.642,0.607,-11.684,0.0375,0.622,0.000844,0.12,0.772,126.71,189333,23,disney
0.723,0.145,-20.131,0.0426,0.989,0.907,0.0942,0.855,136.436,68173,24,disney
0.2,0.0927,-20.991,0.0362,0.909,0.169,0.165,0.0555,106.851,257092,23,disney
0.256,0.481,-10.635,0.0989,0.392,0.845,0.296,0.0642,114.732,146400,22,disney
0.346,0.0269,-20.336,0.0439,0.978,8.26e-06,0.096,0.202,85.786,53106,23,disney
0.605,0.802,-3.276,0.0401,0.176,0.0,0.159,0.914,152.187,49986,23,disney
0.389,0.241,-13.804,0.0403,0.9,0.0,0.188,0.252,105.545,145253,23,disney
0.691,0.626,-6.105,0.0287,0.311,0.0,0.0849,0.964,79.669,48373,22,disney
0.649,0.448,-15.605,0.506,0.812,0.0,0.139,0.923,89.856,207546,23,disney
0.68,0.465,-8.353,0.029,0.743,0.676,0.136,0.847,109.972,126386,56,disney
0.667,0.239,-15.923,0.0481,0.686,0.0,0.104,0.721,134.857,163400,57,disney
0.488,0.0563,-16.876,0.0355,0.893,2.53e-05,0.089,0.167,115.608,212693,39,disney
0.283,0.235,-14.246,0.0364,0.262,0.815,0.199,0.137,141.276,113536,39,disney
0.437,0.171,-15.046,0.0447,0.941,1.71e-06,0.254,0.4,80.209,264533,22,disney
0.513,0.781,-7.231,0.535,0.133,0.0,0.179,0.759,187.448,52711,46,disney
0.671,0.225,-16.569,0.0493,0.661,0.0,0.102,0.717,134.852,163386,56,disney
0.519,0.0501,-28.361,0.0476,0.99,0.859,0.0942,0.502,71.082,176149,22,disney
